Sample_ID,Plant_Health_Status,Health_Status_Code,SPR_Signal_Intensity,Colorimetric_Response,Fluorescence_Intensity,Leaf_Temperature_C,VOC_Level,Ambient_Temperature_C,Relative_Humidity_pct,pH,SPR_Signal_Variability,Sensor_Noise_Level
PHB_08001,Moderate Illness,2,0.5169,0.5327,0.7222,26.039,1.3023,27.246,63.801,6.093,0.0546,0.0468
PHB_07378,Severe Disease,3,0.3048,0.788,0.4646,27.784,1.4189,26.418,57.893,6.441,0.0563,0.0633
PHB_03435,Healthy,0,0.7762,0.1188,0.8585,22.892,1.3009,23.91,74.025,6.392,0.0351,0.0396
PHB_05382,Moderate Illness,2,0.5277,0.5041,0.6349,25.83,1.3312,25.99,66.45,6.32,0.04,0.0542
PHB_00959,Early Disease,1,0.6705,0.3495,0.8224,27.084,1.2623,26.441,68.298,6.584,0.0286,0.0585
PHB_00417,Healthy,0,0.769,0.0,0.8171,24.435,1.3224,28.932,61.69,6.564,0.0254,0.0417
PHB_05742,Moderate Illness,2,0.4582,0.5508,0.5848,26.944,1.3585,29.02,61.544,5.759,0.0446,0.0358
PHB_06728,Early Disease,1,0.6596,0.2307,0.7224,24.616,1.3682,22.386,68.245,5.969,0.0383,0.0502
PHB_04382,Early Disease,1,0.6548,0.2705,0.6992,25.192,1.5326,26.663,73.692,6.678,0.0394,0.0498
PHB_05197,Early Disease,1,0.608,0.2289,0.8466,26.285,1.3747,27.306,73.841,6.874,0.0436,0.047
PHB_01113,Moderate Illness,2,0.5611,0.6025,0.4933,27.144,1.3709,24.962,67.244,5.905,0.0537,0.0576
PHB_02689,Early Disease,1,0.6854,0.4194,0.7315,25.291,1.3369,22.842,61.688,6.002,0.0331,0.043
PHB_06473,Severe Disease,3,0.3395,0.7312,0.3601,27.358,1.4241,25.072,67.96,6.047,0.0533,0.068
PHB_08820,Severe Disease,3,0.3793,0.6675,0.5192,27.386,1.5344,25.202,70.773,6.119,0.0673,0.0851
PHB_07808,Early Disease,1,0.5753,0.2099,0.803,25.688,1.2562,23.541,63.369,6.481,0.0254,0.0333
PHB_03411,Moderate Illness,2,0.4231,0.4798,0.5607,28.041,1.2791,28.072,62.812,6.225,0.0591,0.0451
PHB_00081,Moderate Illness,2,0.5198,0.6116,0.5499,25.167,1.2042,28.351,66.135,6.529,0.0312,0.0406
PHB_04614,Early Disease,1,0.5984,0.3713,0.7824,24.615,1.1531,26.683,63.706,5.97,0.031,0.0462
PHB_01374,Severe Disease,3,0.3497,0.6336,0.4086,26.154,1.4549,25.177,67.438,5.913,0.0525,0.0561
PHB_01510,Moderate Illness,2,0.5196,0.5846,0.6026,27.938,1.3024,23.784,61.535,6.382,0.0514,0.0662
PHB_06443,Severe Disease,3,0.2359,0.7481,0.5746,26.914,1.196,25.42,83.863,6.489,0.0661,0.072
PHB_03071,Healthy,0,0.8317,0.0629,0.8356,24.504,1.1254,24.059,60.316,6.184,0.0338,0.0098
PHB_03016,Moderate Illness,2,0.4068,0.4816,0.6365,27.594,1.4134,26.658,57.597,6.415,0.0468,0.0569
PHB_04823,Moderate Illness,2,0.521,0.5272,0.6499,25.542,0.9182,25.311,73.175,6.255,0.0531,0.0542
PHB_07822,Moderate Illness,2,0.4803,0.5376,0.5388,25.872,1.2352,20.25,60.465,6.259,0.0438,0.0545
PHB_00093,Early Disease,1,0.5713,0.3735,0.7968,24.763,1.1581,28.581,70.324,6.484,0.0439,0.0558
PHB_09421,Healthy,0,0.8221,0.1087,0.8937,24.365,1.0498,20.242,75.121,6.276,0.0226,0.0356
PHB_06600,Early Disease,1,0.6955,0.3429,0.7148,25.111,1.3175,20.181,61.111,6.248,0.0263,0.0667
PHB_04443,Severe Disease,3,0.2961,0.7038,0.4048,28.546,1.2664,23.828,56.455,6.018,0.0658,0.065
PHB_07602,Severe Disease,3,0.337,0.813,0.5759,26.863,1.4305,22.195,57.484,5.925,0.0715,0.0822
PHB_03835,Early Disease,1,0.7149,0.3127,0.7195,25.369,1.044,24.136,70.225,6.618,0.0309,0.0451
PHB_09702,Healthy,0,0.7492,0.2286,0.8359,24.716,1.193,22.286,77.229,6.218,0.0186,0.0375
PHB_04322,Moderate Illness,2,0.5668,0.5605,0.6667,27.122,1.3231,26.23,62.486,6.449,0.0456,0.0689
PHB_03394,Healthy,0,0.7939,0.1432,0.8625,25.085,1.165,20.651,61.865,6.73,0.0214,0.0282
PHB_04752,Moderate Illness,2,0.6283,0.5006,0.5385,27.446,1.1476,22.445,56.792,6.226,0.0372,0.0467
PHB_07229,Healthy,0,0.9244,0.1225,0.8992,24.114,0.8248,20.588,72.77,6.277,0.0223,0.0372
PHB_09191,Early Disease,1,0.6887,0.3992,0.6486,26.743,1.0172,26.917,62.408,6.496,0.0318,0.0496
PHB_02361,Severe Disease,3,0.366,0.7847,0.3768,26.932,1.4107,25.973,69.725,5.838,0.0613,0.08
PHB_01148,Severe Disease,3,0.3229,0.6958,0.5413,26.142,1.2665,23.991,61.153,6.275,0.0696,0.0753
PHB_05666,Moderate Illness,2,0.5021,0.4459,0.5689,24.966,1.4037,28.973,68.835,6.275,0.0474,0.0627
PHB_08075,Severe Disease,3,0.3007,0.7277,0.3886,28.903,1.4917,27.242,68.565,6.699,0.0607,0.0711
PHB_04943,Moderate Illness,2,0.4942,0.6066,0.6893,26.336,1.4143,26.703,70.534,6.462,0.0474,0.0624
PHB_03663,Severe Disease,3,0.34,0.6788,0.6016,25.889,1.2638,27.153,54.392,6.609,0.0723,0.0779
PHB_01563,Severe Disease,3,0.2271,0.7074,0.5138,26.451,1.7536,28.16,73.576,5.962,0.0708,0.0811
PHB_04113,Severe Disease,3,0.3488,0.6437,0.5328,26.125,1.379,21.962,59.121,5.64,0.0485,0.0839
PHB_09050,Early Disease,1,0.6114,0.2121,0.7208,25.358,1.1399,24.823,60.858,6.565,0.0316,0.0625
PHB_09276,Healthy,0,0.7506,0.1474,0.8314,24.13,1.1494,24.665,63.594,6.539,0.0402,0.0445
PHB_08538,Severe Disease,3,0.3514,0.7438,0.4048,28.307,1.3691,24.542,62.846,6.264,0.0648,0.0884
PHB_00795,Healthy,0,0.8775,0.1322,1.0353,24.847,1.1355,24.481,74.371,6.939,0.0186,0.0507
PHB_05854,Early Disease,1,0.7184,0.3245,0.737,25.629,1.0354,28.356,73.247,6.688,0.0229,0.0269
PHB_07619,Moderate Illness,2,0.3382,0.4932,0.5988,26.186,1.2409,23.833,61.977,6.4,0.053,0.0647
PHB_01594,Early Disease,1,0.5807,0.2665,0.6529,24.584,1.137,23.169,74.364,6.391,0.0496,0.0624
PHB_07418,Severe Disease,3,0.2946,0.6967,0.3771,26.763,1.6208,22.343,63.25,6.592,0.0867,0.0713
PHB_05267,Early Disease,1,0.5744,0.3169,0.6696,26.82,1.241,27.101,81.407,6.534,0.0626,0.0339
PHB_07147,Early Disease,1,0.7133,0.2679,0.741,25.422,1.0481,22.348,60.489,6.403,0.0293,0.0455
PHB_00089,Healthy,0,0.8624,0.14,0.8462,24.67,1.249,26.847,61.361,6.419,0.0124,0.0393
PHB_08695,Severe Disease,3,0.3717,0.7145,0.5458,27.852,1.2372,29.86,54.296,6.142,0.0525,0.0609
PHB_09732,Early Disease,1,0.5831,0.3813,0.6995,26.244,1.2293,25.146,60.253,6.376,0.063,0.0557
PHB_09446,Early Disease,1,0.7013,0.4639,0.7294,25.553,1.3243,27.032,73.824,6.459,0.024,0.0485
PHB_06754,Severe Disease,3,0.3832,0.6607,0.4823,26.876,1.1941,26.599,66.916,6.464,0.0535,0.0913
PHB_03502,Moderate Illness,2,0.524,0.5809,0.555,25.067,1.1541,27.837,64.65,6.194,0.0528,0.0451
PHB_02234,Severe Disease,3,0.2564,0.7479,0.6081,27.755,1.4878,26.491,67.089,6.198,0.0594,0.0639
PHB_02803,Healthy,0,0.8511,0.1301,0.9838,24.397,1.0341,25.171,75.928,6.432,0.0234,0.0566
PHB_04424,Healthy,0,0.8781,0.1708,0.9253,24.42,1.0503,22.568,66.082,6.28,0.0197,0.0186
PHB_05663,Moderate Illness,2,0.5388,0.6087,0.5593,27.87,1.3936,24.089,62.667,6.671,0.0586,0.0682
PHB_07170,Healthy,0,0.8219,0.0676,0.885,25.571,1.3484,27.163,59.178,6.245,0.0224,0.0171
PHB_08337,Severe Disease,3,0.2852,0.7919,0.378,26.242,1.4106,26.967,72.846,6.343,0.049,0.0768
PHB_02148,Severe Disease,3,0.3423,0.6665,0.4906,26.706,1.3371,24.594,61.273,6.259,0.0462,0.0873
PHB_07969,Healthy,0,0.8525,0.0907,0.9031,25.046,0.938,29.648,63.121,6.516,0.0095,0.0378
PHB_06551,Severe Disease,3,0.4737,0.7437,0.5649,26.815,1.4276,21.857,70.366,5.973,0.0636,0.078
PHB_07643,Early Disease,1,0.722,0.3091,0.689,25.341,1.2412,20.135,69.422,6.336,0.04,0.0266
PHB_06164,Moderate Illness,2,0.4388,0.6009,0.5814,25.592,1.3086,26.798,69.487,6.096,0.0398,0.0529
PHB_01495,Early Disease,1,0.7348,0.32,0.7555,25.824,1.053,24.169,63.183,6.478,0.023,0.0324
PHB_07696,Moderate Illness,2,0.5281,0.5854,0.5525,26.702,1.5975,25.132,54.884,6.29,0.0332,0.0686
PHB_07094,Severe Disease,3,0.2271,0.6922,0.5291,26.427,1.6942,22.599,54.787,5.778,0.0527,0.0822
PHB_01409,Severe Disease,3,0.3833,0.6209,0.5016,26.848,1.4485,23.131,63.495,5.989,0.0428,0.0758
PHB_06691,Early Disease,1,0.5963,0.3061,0.7967,25.706,1.0342,24.899,69.993,6.671,0.0333,0.0511
PHB_03401,Healthy,0,0.8888,0.2681,0.94,24.68,1.315,21.879,72.065,6.457,0.007,0.0814
PHB_00109,Healthy,0,0.712,0.1294,0.9212,24.841,1.1584,26.014,73.874,6.595,0.0177,0.0281
PHB_05636,Moderate Illness,2,0.5591,0.4897,0.5271,26.444,1.3676,24.648,59.23,6.608,0.0673,0.0647
PHB_08482,Healthy,0,0.7917,0.1135,0.8884,23.357,1.0075,22.724,70.65,6.491,0.0325,0.016
PHB_06604,Healthy,0,0.8434,0.1232,0.6979,24.018,0.9641,26.198,61.022,6.849,0.0197,0.014
PHB_01091,Healthy,0,0.8162,0.1574,0.8164,25.463,1.0554,28.06,79.703,6.48,0.0293,0.0529
PHB_05560,Healthy,0,0.7407,0.1453,0.9854,24.509,1.1152,25.238,74.699,6.728,0.0361,0.0417
PHB_09412,Early Disease,1,0.6372,0.35,0.7328,25.149,1.1452,23.077,60.42,6.212,0.0438,0.0526
PHB_08143,Early Disease,1,0.7038,0.252,0.698,25.495,1.1116,24.308,69.871,6.336,0.0257,0.0648
PHB_08664,Severe Disease,3,0.4038,0.7335,0.2805,27.215,1.5477,22.845,62.916,6.161,0.0728,0.0922
PHB_06596,Early Disease,1,0.805,0.3846,0.7785,25.947,1.2255,26.047,67.85,6.695,0.0434,0.0353
PHB_00624,Early Disease,1,0.668,0.3887,0.6248,24.698,1.175,25.776,69.229,6.48,0.0213,0.0405
PHB_06871,Moderate Illness,2,0.4627,0.5376,0.5735,26.702,1.1467,22.672,63.128,6.307,0.0411,0.0638
PHB_04814,Severe Disease,3,0.3315,0.7497,0.5257,27.003,1.2557,25.551,62.314,6.274,0.0518,0.0768
PHB_06553,Severe Disease,3,0.3771,0.731,0.5001,27.02,1.6476,25.835,55.441,5.732,0.0726,0.0577
PHB_07530,Healthy,0,0.8695,0.087,0.7632,25.326,1.01,23.536,72.316,6.514,0.0129,0.0545
PHB_05796,Moderate Illness,2,0.4092,0.4568,0.7214,27.516,1.4088,24.899,79.876,6.349,0.0361,0.0493
PHB_07437,Healthy,0,0.9111,0.0454,0.8434,24.475,0.9566,19.182,74.54,6.215,0.0054,0.034
PHB_04218,Healthy,0,0.8258,0.1653,0.9631,23.75,1.2555,23.787,67.233,6.628,0.0065,0.0444
PHB_05941,Moderate Illness,2,0.3966,0.5907,0.4776,27.038,1.3714,22.419,57.212,6.368,0.0601,0.049
PHB_08501,Healthy,0,0.91,0.0521,0.9436,24.647,0.8615,26.832,74.675,6.344,0.0371,0.036
PHB_06429,Early Disease,1,0.5133,0.2725,0.8853,25.934,1.0412,26.067,57.281,6.476,0.0273,0.0423
PHB_06827,Healthy,0,0.8378,0.0385,0.8033,24.186,1.366,23.878,56.333,6.231,0.0329,0.0359
PHB_04131,Moderate Illness,2,0.4918,0.4137,0.5587,26.35,1.1792,23.299,72.274,6.725,0.0461,0.0565
PHB_07802,Severe Disease,3,0.3998,0.7443,0.4836,25.73,1.0593,28.718,59.969,6.193,0.0767,0.0732
PHB_07754,Severe Disease,3,0.3825,0.6602,0.5166,26.682,1.3704,23.145,64.298,6.4,0.0766,0.0754
PHB_04722,Moderate Illness,2,0.443,0.6998,0.6056,27.262,1.2316,25.635,73.464,6.351,0.0353,0.0546
PHB_01651,Early Disease,1,0.7612,0.2894,0.6805,27.501,1.2705,21.546,74.786,6.074,0.0443,0.0472
PHB_04141,Early Disease,1,0.6425,0.3246,0.7791,24.86,1.2016,25.392,77.02,6.377,0.0443,0.0485
PHB_01618,Moderate Illness,2,0.5575,0.5767,0.5944,26.672,1.3459,23.062,56.966,6.528,0.0446,0.081
PHB_02030,Moderate Illness,2,0.4584,0.5008,0.719,26.518,1.2815,26.586,67.743,6.336,0.0646,0.0969
PHB_08518,Healthy,0,0.7575,0.0479,1.0054,24.974,0.9622,23.45,64.826,6.538,0.0282,0.0266
PHB_04576,Healthy,0,0.7728,0.089,0.8628,24.743,0.9976,23.505,79.962,6.993,0.0294,0.0344
PHB_03993,Healthy,0,0.8793,0.0871,0.8661,25.544,0.8751,27.903,63.068,6.728,0.0202,0.0274
PHB_07377,Healthy,0,0.9212,0.0115,0.8751,23.911,1.3059,24.28,69.615,6.403,0.0231,0.0371
PHB_06150,Moderate Illness,2,0.5532,0.4936,0.6635,26.686,1.2976,22.358,64.208,6.378,0.0357,0.0442
PHB_04909,Moderate Illness,2,0.5239,0.5216,0.5923,26.202,1.2754,24.719,59.98,6.192,0.045,0.0584
PHB_05027,Early Disease,1,0.6085,0.3863,0.7706,25.933,1.0384,25.748,66.371,6.651,0.0371,0.0502
PHB_08261,Early Disease,1,0.6347,0.3563,0.8724,25.084,1.3577,24.981,62.786,6.131,0.0344,0.0686
PHB_04732,Severe Disease,3,0.3094,0.7039,0.3818,27.41,1.3036,28.333,57.428,6.242,0.0561,0.0685
PHB_07549,Healthy,0,0.7849,0.1487,0.9874,25.47,1.2143,25.183,65.515,6.497,0.0232,0.0476
PHB_08135,Early Disease,1,0.7084,0.3626,0.7046,24.919,1.2526,27.201,67.578,6.488,0.0431,0.0532
PHB_01607,Severe Disease,3,0.2052,0.6774,0.4041,32.417,1.6142,23.467,70.291,6.151,0.0656,0.0534
PHB_04774,Early Disease,1,0.6834,0.3189,0.6591,25.09,1.1565,29.021,76.844,6.079,0.0395,0.0417
PHB_08110,Moderate Illness,2,0.5018,0.5514,0.5404,26.676,1.2143,23.594,47.314,6.366,0.0379,0.0642
PHB_06952,Severe Disease,3,0.3308,0.6999,0.5091,27.589,1.5246,25.552,65.26,6.21,0.0466,0.0732
PHB_06005,Healthy,0,0.7562,0.1871,0.8881,24.224,1.2123,24.224,64.987,6.598,0.0525,0.0335
PHB_07729,Moderate Illness,2,0.5223,0.5171,0.568,26.516,1.2033,23.416,65.326,6.36,0.0389,0.0543
PHB_03542,Moderate Illness,2,0.5576,0.5139,0.6529,26.407,1.4467,27.032,58.835,6.227,0.0544,0.049
PHB_00389,Healthy,0,0.8137,0.1652,0.9445,25.394,0.9756,22.649,66.114,6.681,0.0214,0.0396
PHB_01795,Severe Disease,3,0.2506,0.8396,0.5609,28.353,1.4306,28.022,83.084,6.21,0.075,0.0871
PHB_08732,Moderate Illness,2,0.5354,0.6073,0.5618,26.766,1.2946,24.444,78.081,5.95,0.055,0.0637
PHB_04920,Early Disease,1,0.7451,0.3465,0.8527,26.208,1.0062,26.863,85.822,6.2,0.0455,0.0491
PHB_05538,Moderate Illness,2,0.4243,0.4777,0.6115,25.922,1.1252,25.919,57.074,6.515,0.0646,0.0429
PHB_03873,Healthy,0,0.8094,0.2043,0.9828,23.942,1.1895,24.027,72.624,6.549,0.0151,0.0397
PHB_08869,Early Disease,1,0.6974,0.3704,0.6878,25.025,1.2134,26.439,49.126,6.291,0.0491,0.0512
PHB_02255,Severe Disease,3,0.3751,0.7242,0.5376,26.852,1.2304,23.937,54.445,5.87,0.0671,0.0613
PHB_03413,Moderate Illness,2,0.4475,0.4986,0.5478,25.72,1.5723,24.823,74.101,6.094,0.0571,0.0496
PHB_05460,Healthy,0,0.918,0.141,0.7958,23.486,1.2019,26.757,80.262,6.551,0.0354,0.0335
PHB_04956,Healthy,0,0.829,0.2091,1.0167,24.127,1.1018,27.618,60.705,6.492,0.033,0.0464
PHB_07397,Early Disease,1,0.6181,0.4379,0.6675,24.976,1.3219,25.087,54.407,6.018,0.0202,0.0403
PHB_05415,Moderate Illness,2,0.5485,0.5037,0.5985,26.14,1.2008,24.718,61.851,6.368,0.0429,0.0773
PHB_07400,Severe Disease,3,0.351,0.6087,0.4866,27.238,1.5445,21.631,64.376,6.394,0.0738,0.0673
PHB_07415,Moderate Illness,2,0.4808,0.514,0.6082,26.588,1.1897,27.195,68.912,6.18,0.0558,0.0607
PHB_09101,Early Disease,1,0.6415,0.3236,0.6229,24.124,1.1852,25.173,63.681,6.505,0.0243,0.0341
PHB_04852,Moderate Illness,2,0.4473,0.5635,0.5343,26.764,1.1589,26.778,83.886,6.391,0.0497,0.0841
PHB_02026,Early Disease,1,0.5629,0.2025,0.7517,25.839,1.2013,25.408,74.406,6.967,0.0522,0.061
PHB_02616,Early Disease,1,0.6612,0.3447,0.7365,25.907,1.3215,24.542,72.668,6.21,0.0394,0.0489
PHB_07389,Healthy,0,0.8545,0.1189,0.889,25.223,1.1284,25.121,63.212,6.129,0.0186,0.0123
PHB_02927,Moderate Illness,2,0.4943,0.5902,0.5648,26.365,1.2367,23.783,63.801,6.291,0.037,0.0565
PHB_01122,Healthy,0,0.7765,0.1686,0.932,26.149,0.975,26.689,58.603,6.228,0.0146,0.0526
PHB_02911,Moderate Illness,2,0.4837,0.5616,0.5577,25.128,1.2494,25.909,76.465,5.904,0.0502,0.0593
PHB_08147,Early Disease,1,0.7566,0.458,0.8174,25.868,1.1913,27.523,56.759,6.492,0.0126,0.0396
PHB_07384,Healthy,0,0.8295,0.153,0.9549,24.565,1.1609,25.115,69.729,6.461,0.0115,0.0241
PHB_03483,Severe Disease,3,0.2739,0.768,0.4248,28.106,1.4204,28.967,60.617,5.927,0.0445,0.0583
PHB_00796,Early Disease,1,0.5439,0.3755,0.7296,25.435,1.2329,25.874,60.928,6.572,0.0261,0.0497
PHB_01576,Healthy,0,0.8157,0.0,0.826,24.495,0.9567,26.211,71.08,6.304,0.0166,0.0276
PHB_06177,Moderate Illness,2,0.4896,0.4644,0.5575,27.199,1.082,27.421,72.675,6.195,0.0431,0.0442
PHB_06267,Healthy,0,0.8138,0.0602,0.8842,24.566,1.0486,28.291,65.42,6.393,0.001,0.033
PHB_02459,Early Disease,1,0.6269,0.3585,0.7841,24.627,1.0412,27.736,54.516,6.196,0.025,0.0497
PHB_03313,Moderate Illness,2,0.5102,0.5114,0.6358,25.691,1.409,25.899,73.1,6.444,0.0479,0.0656
PHB_01254,Moderate Illness,2,0.468,0.481,0.6954,30.321,1.2182,24.845,62.471,6.336,0.0544,0.0746
PHB_06835,Early Disease,1,0.6422,0.2938,0.6774,26.13,1.1268,24.545,64.133,6.375,0.0272,0.0527
PHB_08795,Moderate Illness,2,0.4706,0.5436,0.6989,25.654,1.4078,26.736,64.962,6.162,0.0493,0.0741
PHB_03838,Healthy,0,0.8707,0.1632,0.9552,25.19,1.0475,23.631,60.949,6.378,0.0319,0.0303
PHB_04399,Healthy,0,0.7892,0.1288,0.875,24.201,1.278,24.713,65.089,6.814,0.0283,0.042
PHB_03596,Severe Disease,3,0.289,0.771,0.3431,27.82,1.4363,23.299,70.07,6.039,0.0581,0.0508
PHB_06622,Early Disease,1,0.7013,0.3758,0.7386,25.842,1.2032,26.758,63.101,6.026,0.0347,0.057
PHB_08383,Healthy,0,0.8409,0.1478,0.9535,24.46,0.9467,22.437,79.034,6.399,0.0167,0.0381
PHB_02125,Early Disease,1,0.7434,0.3182,0.7746,25.554,1.3257,22.345,74.863,6.48,0.0267,0.0506
PHB_03239,Early Disease,1,0.6565,0.3613,0.7539,26.71,1.0171,27.981,60.89,6.478,0.0381,0.0421
PHB_05404,Healthy,0,0.8863,0.2728,0.8944,23.103,1.1941,22.424,63.882,6.542,0.0218,0.0257
PHB_05999,Severe Disease,3,0.3025,0.7628,0.3398,28.469,1.4361,24.806,59.4,6.148,0.0817,0.0758
PHB_05939,Moderate Illness,2,0.4815,0.5026,0.5511,26.056,1.376,27.658,69.995,6.197,0.0584,0.0488
PHB_02046,Healthy,0,0.8067,0.1137,0.8149,24.185,1.1875,23.157,67.063,6.663,0.0164,0.0324
PHB_01579,Severe Disease,3,0.2969,0.6826,0.4069,28.789,1.3834,25.98,67.652,5.715,0.0728,0.0729
PHB_00015,Early Disease,1,0.6335,0.3715,0.7565,25.871,1.2744,21.971,71.694,6.392,0.0351,0.0506
PHB_02674,Early Disease,1,0.7556,0.2895,0.8079,24.733,1.0982,27.569,66.768,6.196,0.0387,0.0497
PHB_07017,Early Disease,1,0.6341,0.3418,0.7405,25.473,1.0939,24.675,70.663,6.442,0.0355,0.0208
PHB_08721,Severe Disease,3,0.3537,0.718,0.4126,28.473,1.4126,25.482,73.118,6.71,0.0653,0.05
PHB_08850,Severe Disease,3,0.3081,0.7336,0.4053,26.403,1.4311,25.148,67.714,6.451,0.0715,0.0582
PHB_04813,Moderate Illness,2,0.5119,0.5022,0.5516,26.883,1.4327,23.838,51.121,6.611,0.031,0.0671
PHB_01085,Severe Disease,3,0.3043,0.7303,0.4677,26.617,1.277,26.22,67.971,5.996,0.076,0.0692
PHB_04984,Healthy,0,0.8054,0.1294,0.9189,25.616,1.2039,24.417,61.703,6.123,0.0248,0.0467
PHB_07156,Moderate Illness,2,0.4755,0.4584,0.5567,26.251,1.4058,27.459,55.766,6.344,0.0487,0.0477
PHB_02885,Moderate Illness,2,0.5459,0.5006,0.5443,26.374,1.1505,23.834,70.696,6.219,0.0702,0.053
PHB_00334,Severe Disease,3,0.3387,0.7646,0.478,26.472,1.5053,20.259,63.826,6.171,0.0688,0.087
PHB_07205,Moderate Illness,2,0.5349,0.5061,0.6997,26.497,1.2872,27.008,68.244,6.674,0.0452,0.0469
PHB_04368,Moderate Illness,2,0.4243,0.5903,0.6776,26.678,1.3327,22.699,57.883,5.971,0.0594,0.0603
PHB_03080,Early Disease,1,0.703,0.3023,0.7425,25.123,1.2497,25.823,57.615,6.238,0.0313,0.0281
PHB_07204,Severe Disease,3,0.4427,0.7495,0.5316,27.672,1.5518,22.847,60.562,6.417,0.0551,0.0673
PHB_09910,Severe Disease,3,0.4209,0.7645,0.3288,27.032,1.2886,26.395,65.556,6.078,0.0479,0.0783
PHB_08865,Healthy,0,0.7945,0.1855,0.9945,24.069,1.2317,24.964,65.257,6.509,0.0316,0.049
PHB_00264,Healthy,0,0.8687,0.0558,0.9169,24.312,1.1241,28.825,66.622,6.565,0.0224,0.0256
PHB_04338,Healthy,0,0.8776,0.0964,0.8989,24.116,1.0672,21.867,64.998,6.437,0.0318,0.0148
PHB_08896,Healthy,0,0.8488,0.1148,0.8541,25.942,1.2209,21.869,72.775,6.586,0.0362,0.056
PHB_08448,Moderate Illness,2,0.5035,0.5923,0.6988,26.106,1.4421,24.487,68.392,6.539,0.0472,0.063
PHB_05904,Severe Disease,3,0.2893,0.6889,0.5651,27.833,1.3124,24.596,56.003,6.113,0.0617,0.0839
PHB_01499,Early Disease,1,0.5799,0.348,0.7395,26.266,0.9576,24.077,62.094,6.446,0.0341,0.0464
PHB_04191,Healthy,0,0.8139,0.1195,0.8536,25.902,0.9509,28.269,74.954,6.346,0.0361,0.0207
PHB_07486,Severe Disease,3,0.3791,0.6669,0.383,27.985,1.1736,25.462,73.409,6.04,0.0616,0.0628
PHB_09644,Healthy,0,0.7889,0.0259,0.8249,24.978,1.221,28.944,65.357,5.959,0.0242,0.0539
PHB_08311,Severe Disease,3,0.3537,0.6848,0.4603,27.075,1.3925,29.559,59.266,6.003,0.0621,0.0653
PHB_07591,Early Disease,1,0.5969,0.3142,0.668,24.981,1.1807,27.223,68.609,6.419,0.0464,0.0492
PHB_00501,Moderate Illness,2,0.5551,0.5786,0.7015,26.983,1.1661,26.293,67.156,6.327,0.0316,0.0776
PHB_09156,Severe Disease,3,0.3855,0.6516,0.5367,27.318,1.3772,26.006,65.27,6.151,0.0754,0.0573
PHB_09415,Severe Disease,3,0.293,0.5844,0.3421,27.866,1.2346,23.102,53.497,6.118,0.0628,0.0805
PHB_03096,Healthy,0,0.9523,0.2093,0.8588,24.588,0.994,27.14,65.469,6.463,0.0106,0.0293
PHB_04632,Early Disease,1,0.7287,0.3949,0.7097,25.365,1.1022,25.138,63.839,6.473,0.0285,0.0596
PHB_00368,Moderate Illness,2,0.4328,0.5624,0.5984,25.26,1.2519,26.315,64.639,6.774,0.0852,0.0515
PHB_04059,Early Disease,1,0.7206,0.2795,0.7076,26.276,1.8117,27.937,58.033,6.103,0.0349,0.0469
PHB_08175,Healthy,0,0.8751,0.0822,0.7367,23.875,1.0664,23.752,54.485,6.486,0.0239,0.0299
PHB_04631,Early Disease,1,0.6572,0.3205,0.6636,24.981,1.3023,25.204,65.845,6.397,0.0413,0.0448
PHB_06071,Severe Disease,3,0.3431,0.6611,0.4229,27.752,1.6517,26.722,65.781,6.491,0.063,0.0669
PHB_02665,Early Disease,1,0.5989,0.3466,0.7878,25.659,1.2977,26.183,70.882,6.239,0.0374,0.0334
PHB_01027,Severe Disease,3,0.285,0.6172,0.3865,28.261,1.3272,25.941,61.344,6.105,0.0578,0.0826
PHB_05909,Early Disease,1,0.7235,0.2833,0.7765,24.899,1.1042,28.131,56.565,6.306,0.0472,0.0571
PHB_05051,Healthy,0,0.7643,0.1926,0.9421,25.116,1.138,24.299,59.478,6.46,0.0311,0.0453
PHB_06329,Early Disease,1,0.7591,0.4006,0.7292,25.746,1.1654,25.509,65.285,6.464,0.0387,0.0265
PHB_09734,Healthy,0,0.8443,0.0073,1.0089,25.32,0.8991,23.716,65.371,6.475,0.0372,0.0212
PHB_01692,Severe Disease,3,0.2974,0.7376,0.4549,27.658,1.4868,26.321,57.864,6.181,0.0399,0.076
PHB_00674,Moderate Illness,2,0.3898,0.4677,0.5708,27.55,1.3424,26.399,71.472,6.436,0.0365,0.0679
PHB_05573,Moderate Illness,2,0.4741,0.506,0.4904,26.475,1.521,23.993,74.011,6.319,0.056,0.0404
PHB_05767,Early Disease,1,0.655,0.425,0.752,26.016,1.3334,24.627,70.123,5.975,0.041,0.0242
PHB_05157,Early Disease,1,0.7682,0.3985,0.66,24.734,1.2807,27.592,71.915,6.619,0.0498,0.0574
PHB_00734,Early Disease,1,0.6453,0.2749,0.7054,24.991,1.1609,24.007,63.877,6.531,0.0436,0.0393
PHB_03527,Healthy,0,0.8326,0.0645,0.991,23.781,1.1431,25.488,71.972,6.237,0.001,0.0333
PHB_00569,Early Disease,1,0.6913,0.3534,0.7072,25.481,1.2196,29.634,72.589,6.262,0.0386,0.0354
PHB_09188,Moderate Illness,2,0.5223,0.5233,0.7645,27.605,1.2478,29.125,69.848,6.204,0.0397,0.0412
PHB_02923,Healthy,0,0.8039,0.1108,0.7804,25.053,1.1352,23.956,77.594,6.255,0.0084,0.044
